,article_name,country,revision_id,article_quality,population
1329,Pascal Affi N'Guessan,Ivorian,788498433.0,B,
1330,Étienne Djaument,Ivorian,788825623.0,Stub,
1331,Victor Biaka Boda,Ivorian,788825785.0,Stub,
1332,Loubo Augustin Djessou,Ivorian,788827789.0,Stub,
1333,Aké Loba,Ivorian,789476691.0,Stub,
1334,Aya Virginie Toure,Ivorian,790279945.0,C,
1335,Bernard Zadi Zaourou,Ivorian,791177695.0,Stub,
1336,Charles Konan Banny,Ivorian,793682835.0,Start,
1337,Christine Adjobi,Ivorian,794194775.0,Stub,
1338,Charles Blé Goudé,Ivorian,797168824.0,C,
1339,Sékou Sanogo,Ivorian,797736207.0,Stub,
1340,Paul Antoine Bohoun Bouabré,Ivorian,797737768.0,Start,
1341,Léon Konan Koffi,Ivorian,799061508.0,Stub,
1342,Paul Yao N'Dré,Ivorian,799484902.0,C,
1343,Daniel Kablan Duncan,Ivorian,799873303.0,Start,
1344,Augustin Thiam,Ivorian,800116906.0,Start,
1345,Simone Gbagbo,Ivorian,800169882.0,C,
1346,Henriette Diabaté,Ivorian,800750399.0,Start,
1347,Félix Houphouët-Boigny,Ivorian,801282263.0,B,
1348,List of heads of government of Ivory Coast,Ivorian,802048749.0,Start,
1349,Michel Amani N'Guessan,Ivorian,802374350.0,Stub,
1350,Jeanne Gervais,Ivorian,802893546.0,Stub,
1351,Gladys Anoma,Ivorian,802893568.0,Stub,
1352,Bernard Binlin Dadié,Ivorian,802904214.0,No prediction,
1353,Robert Guéï,Ivorian,803820918.0,Start,
1354,List of heads of state of Ivory Coast,Ivorian,803821448.0,C,
1355,Francis Wodié,Ivorian,803941004.0,C,
1356,List of vice-presidents of Ivory Coast,Ivorian,804108433.0,Stub,
1357,Amadou Gon Coulibaly,Ivorian,805044583.0,Start,
1358,Alassane Ouattara,Ivorian,806218350.0,C,
1359,Hortense Aka-Anghui,Ivorian,806287770.0,Start,
1360,Dagobert Banzio,Ivorian,806421729.0,Start,
1361,Guillaume Soro,Ivorian,806973935.0,C,
1362,Laurent Gbagbo,Ivorian,807159456.0,C,
1363,Patrick Achi,Ivorian,807296683.0,Stub,
1364,Claude Lise,Martinique,703216645.0,Stub,
1365,President of the General Council of Martinique,Martinique,705428274.0,Stub,
1366,Jean Maran,Martinique,713974388.0,Stub,
1367,Serge Larcher,Martinique,715489433.0,Stub,
1368,Leona Gabriel,Martinique,717349591.0,Stub,
1369,Henri Agarande,Martinique,720040766.0,Stub,
1370,Philippe Edmond-Mariette,Martinique,720051482.0,Stub,
1371,Guy Lordinot,Martinique,720051522.0,Stub,
1372,Anicet Turinay,Martinique,720051537.0,Stub,
1373,Michel Renard,Martinique,720059715.0,Stub,
1374,Jean Silvandre,Martinique,720059792.0,Stub,
1375,Marie-Joseph Pernock,Martinique,720116944.0,Stub,
1376,Camille Darsières,Martinique,720127025.0,Stub,
1377,Homère Clément,Martinique,720127121.0,Stub,
1378,Emmanuel Véry-Hermence,Martinique,728154475.0,Stub,
1379,List of Presidents of the Regional Council of Martinique,Martinique,732059763.0,Stub,
1380,André Lesueur,Martinique,732488768.0,Stub,
1381,Louis Henri de Gueydon,Martinique,741659376.0,Start,
1382,Cyrille Bissette,Martinique,745174732.0,B,
1383,Georges Marie Anne,Martinique,746619744.0,Stub,
1384,Victor Mazuline,Martinique,748274199.0,Stub,
1385,Maurice Antiste,Martinique,767223939.0,Stub,
1386,Victor Sévère,Martinique,773080765.0,Stub,
1387,Étienne Mentor,Martinique,787128336.0,Start,
1388,Henry Lémery,Martinique,788271645.0,GA,
1389,Alfred Almont,Martinique,788793894.0,Stub,
1390,Louis-Joseph Manscour,Martinique,788807319.0,Stub,
1391,Thélus Léro,Martinique,788825794.0,Stub,
1392,Raphaël Etifier,Martinique,788825979.0,Stub,
1393,Paul Symphor,Martinique,788827072.0,Stub,
1394,Alfred Marie-Jeanne,Martinique,789854706.0,Stub,
1395,Emile Capgras,Martinique,801319110.0,Stub,
1396,Alexandre de Beauharnais,Martinique,802657786.0,Start,
1397,Henry Jean-Baptiste,Martinique,806431975.0,Stub,
1398,Simon Jenko,Carniolan,703436823.0,Start,
1399,Ivan Hribar,Carniolan,713766077.0,C,
1400,Gregor Žerjav,Carniolan,716507073.0,Start,
1401,Karel Dežman,Carniolan,716574519.0,C,
1402,Josip Vilfan,Carniolan,717350390.0,B,
1403,Luka Svetec,Carniolan,717669055.0,Start,
1404,Janez Evangelist Krek,Carniolan,726434981.0,Start,
1405,Etbin Henrik Costa,Carniolan,729435354.0,Start,
1406,Mihael Preiss,Carniolan,738955897.0,Stub,
1407,Karel Lavrič,Carniolan,741794691.0,C,
1408,Lovro Toman,Carniolan,744636212.0,Start,
1409,Bogumil Vošnjak,Carniolan,747945423.0,Start,
1410,Fran Levstik,Carniolan,755713654.0,Start,
1411,Ivan Tavčar,Carniolan,769425247.0,C,
1412,Josip Jurčič,Carniolan,777587526.0,Start,
1413,Josip Vošnjak,Carniolan,777588436.0,Start,
1414,Janez Bleiweis,Carniolan,780281974.0,Start,
1415,Andrej Einspieler,Carniolan,789072979.0,Start,
1416,Ivan Lorković,Carniolan,789263095.0,Start,
1417,Janko Kersnik,Carniolan,789273199.0,Start,
1418,Ivan Šusteršič,Carniolan,789681987.0,Start,
1419,Philipp von Cobenzl,Carniolan,790213148.0,Start,
1420,Petrus Compton,Saint Lucian,703819839.0,Stub,
1421,Harold Dalson,Saint Lucian,709912281.0,Stub,
1422,Keith Mondesir,Saint Lucian,709912316.0,B,
1423,Rufus Bousquet,Saint Lucian,709914459.0,Start,
1424,Len Ishmael,Saint Lucian,716376965.0,Stub,
1425,Dominic Fedee,Saint Lucian,725910626.0,Stub,
1426,Philip Pierre,Saint Lucian,726374537.0,Stub,
1427,Hunter J. Francois,Saint Lucian,730756593.0,Stub,
1428,Vincent Floissac,Saint Lucian,736890123.0,Start,
1429,George Odlum,Saint Lucian,736890129.0,GA,
1430,Ezechiel Joseph,Saint Lucian,757044849.0,Stub,
1431,Menissa Rambally,Saint Lucian,757615710.0,Start,
1432,Damian Greaves,Saint Lucian,760443772.0,Stub,
1433,Richard Frederick,Saint Lucian,770812205.0,Start,
1434,Oliver Plunkett (judge),Saint Lucian,770813700.0,Stub,
1435,Gale Rigobert,Saint Lucian,770814043.0,Stub,
1436,Heraldine Rock,Saint Lucian,773251387.0,Start,
1437,Peter Josie,Saint Lucian,775241473.0,Start,
1438,Jeannine Compton-Antoine,Saint Lucian,776374386.0,Stub,
1439,Lenard Montoute,Saint Lucian,780250934.0,Start,
1440,Louis George (politician),Saint Lucian,782356881.0,Stub,
1441,Mario Michel,Saint Lucian,783539672.0,Start,
1442,Marie Grace Augustin,Saint Lucian,785101569.0,C,
1443,Alvina Reynolds,Saint Lucian,788727127.0,Stub,
1444,Arsene James,Saint Lucian,789789654.0,Stub,
1445,Sarah Flood-Beaubrun,Saint Lucian,790422420.0,Start,
1446,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898.0,Start,
1447,Allan Louisy,Saint Lucian,797914672.0,Start,
1448,Allen Montgomery Lewis,Saint Lucian,797914793.0,Start,
1449,Boswell Williams,Saint Lucian,797970479.0,Stub,
1450,George Charles,Saint Lucian,798164824.0,Start,
1451,George Mallet,Saint Lucian,798165675.0,C,
1452,Julian Hunte,Saint Lucian,798468800.0,Start,
1453,Morella Joseph,Saint Lucian,799034545.0,Stub,
1454,Pearlette Louisy,Saint Lucian,799842307.0,C,
1455,Stanislaus A. James,Saint Lucian,800680583.0,Start,
1456,Stephenson King,Saint Lucian,800696547.0,C,
1457,Edmund Estephane,Saint Lucian,801070713.0,Stub,
1458,Vaughan Lewis,Saint Lucian,801096569.0,Start,
1459,Winston Cenac,Saint Lucian,801276622.0,Stub,
1460,Emma Hippolyte,Saint Lucian,801563305.0,Stub,
1461,John Compton,Saint Lucian,803737879.0,B,
1462,Kenny Anthony,Saint Lucian,803917686.0,C,
1463,Michael Pilgrim,Saint Lucian,805577053.0,Stub,
1464,Allen Chastanet,Saint Lucian,805945778.0,Start,
1465,Governor-General of Saint Lucia,Saint Lucian,806408228.0,Start,
1466,Guy Joseph,Saint Lucian,807198874.0,Stub,
1467,Thomas François Burgers,South African Republic,704636517.0,C,
1468,Willem Cornelis Janse van Rensburg,South African Republic,716703178.0,Start,
1469,Harry Struben,South African Republic,736854878.0,Start,
1470,"Kruger House, Pretoria",South African Republic,772410051.0,Stub,
1471,Boekenhoutfontein,South African Republic,776299184.0,Start,
1472,State President of the South African Republic,South African Republic,783371989.0,Start,
1473,Transvaal Civil War,South African Republic,787611475.0,C,
1474,"Heroes' Acre, Pretoria",South African Republic,793010122.0,Start,
1475,"Clarens, Switzerland",South African Republic,794593079.0,Start,
1476,"Statue of Paul Kruger, Church Square",South African Republic,800488968.0,Start,
1477,Krugersdorp,South African Republic,801877418.0,C,
1478,Ben Viljoen,South African Republic,804250196.0,C,
1479,Krugerrand,South African Republic,804713000.0,C,
1480,Kruger National Park,South African Republic,805927999.0,GA,
1481,Piet Joubert,South African Republic,807269619.0,C,
1482,Céleo Arias,Hondura,704789339.0,Stub,
1483,Juan Francisco de Molina,Hondura,705346284.0,Stub,
1484,Felipe Neri Medina,Hondura,705346304.0,Stub,
1485,Mariano Garrigó,Hondura,705346378.0,Stub,
1486,José María Bustillo (Honduran),Hondura,705346396.0,Stub,
1487,Francisco Gómez (acting president),Hondura,705346462.0,Stub,
1488,Salvador Aguirre (Honduras),Hondura,705346724.0,Stub,
1489,Francisco Bográn,Hondura,705346741.0,Stub,
1490,Juan Ramón Salgado,Hondura,707824636.0,Stub,
1491,Juan José Alvarado,Hondura,710598059.0,Stub,
1492,Juan Ángel Almendares Bonilla,Hondura,711170881.0,Stub,
1493,Oscar Kilgore,Hondura,715365023.0,Stub,
1494,Roberto Flores Bermúdez,Hondura,716882219.0,Stub,
1495,María Josefa Lastiri,Hondura,717808509.0,Start,
1496,Eduardo Bueso,Hondura,718132526.0,Stub,
1497,Elvin Santos,Hondura,719637124.0,Start,
1498,Marlon Pascua,Hondura,722006681.0,Stub,
1499,Domingo Vásquez,Hondura,722195895.0,Stub,
1500,Enrique Flores Lanza,Hondura,722442093.0,Stub,
1501,Renan Inestroza,Hondura,723153856.0,Stub,
1502,Mauricio Oliva,Hondura,723304712.0,Stub,
1503,Armando Calidonio,Hondura,725105423.0,Stub,
1504,Carlos Urbizo,Hondura,725343188.0,Stub,
1505,Mauricio Villeda,Hondura,725459626.0,Stub,
1506,Miguel Andonie Fernández,Hondura,725591760.0,Stub,
1507,Yolani Batres,Hondura,726246603.0,Stub,
1508,Manuel Antonio Alberto Zelaya,Hondura,726766670.0,Stub,
1509,Abraham Alvarenga Urbina,Hondura,742298045.0,Stub,
1510,Agapito Robleda Castro,Hondura,745838578.0,Start,
1511,César Castellanos (politician),Hondura,746117875.0,Stub,
1512,Adolfo Lionel Sevilla,Hondura,748832681.0,Stub,
1513,Vicente Tosta,Hondura,749185736.0,Start,
1514,Aníbal Delgado Fiallos,Hondura,749663646.0,Start,
1515,Toribio Aguilera,Hondura,749695259.0,Stub,
1516,Nora Gúnera de Melgar,Hondura,757092750.0,Stub,
1517,Elizabeth Azcona Bocock,Hondura,757561950.0,Start,
1518,Sandra Midence,Hondura,757617005.0,Stub,
1519,Juan Alberto Melgar Castro,Hondura,764646645.0,Stub,
1520,Vilma Cecilia Morales,Hondura,773563309.0,Stub,
1521,Carlos Zúñiga Figueroa,Hondura,777334919.0,Start,
1522,José Adolfo Alvarado Lara,Hondura,777592070.0,Stub,
1523,Juan Carlos Zuniga,Hondura,777669643.0,Stub,
1524,Julio Lozano Díaz,Hondura,777796210.0,Stub,
1525,Juan Carlos Valenzuela (politician),Hondura,779557210.0,Stub,
1526,Mario Alexander Barahona Martínez,Hondura,783532382.0,Stub,
1527,Mario Canahuati,Hondura,783534612.0,Stub,
1528,Matías Funes,Hondura,784048015.0,Start,
1529,María Antonieta de Bográn,Hondura,786165176.0,Stub,
1530,Orle Solís,Hondura,789599196.0,Stub,
1531,Sergio Arturo Castellanos,Hondura,789599235.0,Stub,
1532,Hipólita Rodríguez,Hondura,789599241.0,Stub,
1533,German Leitzelar,Hondura,789599248.0,Stub,
1534,Marco Antonio Andino,Hondura,789599260.0,Stub,
1535,Lisandro Mauricio Arias,Hondura,789599265.0,Stub,
1536,José Azcona Bocock,Hondura,789599272.0,Stub,
1537,Yadira Bendaña,Hondura,789599288.0,Stub,
1538,José Rosario Bonano,Hondura,789599294.0,Stub,
1539,Romualdo Bueso Melghem,Hondura,789599300.0,Stub,
1540,Teófilo Enamorado,Hondura,789599316.0,Stub,
1541,Gabo Alfredo Jalil,Hondura,789599319.0,Stub,
1542,Eleazar Alexander Juárez,Hondura,789599323.0,Stub,
1543,Carlos Alfredo Lara Watson,Hondura,789599331.0,Stub,
1544,Wenceslao Lara Orellana,Hondura,789599336.0,Stub,
1545,Maria Aracely Leiva,Hondura,789599343.0,Stub,
1546,Fredy Renán Nájera,Hondura,789599348.0,Stub,
1547,Waldina Paz,Hondura,789599355.0,Stub,
1548,Jesús Dagoberto Perdomo,Hondura,789599360.0,Stub,
1549,Modesto Rodas Alvarado,Hondura,789599369.0,Stub,
1550,Erick Mauricio Rodríguez,Hondura,789599374.0,Stub,
1551,Víctor Rolando Sabillón,Hondura,789599381.0,Stub,
1552,Dennis Antonio Sánchez,Hondura,789599388.0,Stub,
1553,Elman Joel Sandoval,Hondura,789599393.0,Stub,
1554,Mario Edgardo Segura,Hondura,789599398.0,Stub,
1555,Perla Simons,Hondura,789599401.0,Stub,
1556,Felipe Zúniga del Cid,Hondura,789599406.0,Stub,
1557,Juan Francisco Argeñal,Hondura,789599415.0,Stub,
1558,Nasry Asfura,Hondura,789599418.0,Stub,
1559,Yaudet Burbara,Hondura,789599427.0,Stub,
1560,Oscar Orlando Burgos,Hondura,789599429.0,Stub,
1561,Wilfredo Bustillo Castellanos,Hondura,789599434.0,Stub,
1562,Victoria Carrasco,Hondura,789599444.0,Stub,
1563,Gladys Bernarda Casco,Hondura,789599449.0,Stub,
1564,Rigoberto Chang Castillo,Hondura,789599455.0,Stub,
1565,María Teresa Chávez,Hondura,789599463.0,Stub,
1566,Alberto Chedrani,Hondura,789599476.0,Stub,
1567,Celín Discua,Hondura,789599485.0,Stub,
1568,Martha Concepción Figueroa,Hondura,789599488.0,Stub,
1569,Brenda Mercedes Flores,Hondura,789599496.0,Stub,
1570,Julio César Gámez Interiano,Hondura,789599506.0,Stub,
1571,Roberto Gámez Panchamé,Hondura,789599509.0,Stub,
1572,Miguel Ángel Gámez,Hondura,789599513.0,Stub,
1573,Lorena Enriqueta Herrera,Hondura,789599522.0,Stub,
1574,Rodolfo Irias Navas,Hondura,789599528.0,Stub,
1575,Abraham Kafati Díaz,Hondura,789599532.0,Stub,
1576,Juan Fernando Lobo,Hondura,789599542.0,Stub,
1577,Miguel Edgardo Martínez,Hondura,789599547.0,Stub,
1578,Eliseo Noel Mejía,Hondura,789599561.0,Stub,
1579,Oscar Ramón Nájera,Hondura,789599562.0,Stub,
1580,Claudio Roberto Perdomo,Hondura,789599568.0,Stub,
1581,Mario Alonso Pérez López,Hondura,789599570.0,Stub,
1582,Milton Jesús Puerto,Hondura,789599575.0,Stub,
1583,Oswaldo Ramos Soto,Hondura,789599581.0,Stub,
1584,Donaldo Ernesto Reyes,Hondura,789599586.0,Stub,
1585,Antonio Rivera Callejas,Hondura,789599589.0,Stub,
1586,José Juan Rivera Ramos,Hondura,789599594.0,Stub,
1587,Salvador Valeriano Pineda,Hondura,789599607.0,Stub,
1588,Welsy Vásquez,Hondura,789599609.0,Stub,
1589,José Rodolfo Zelaya,Hondura,789599615.0,Stub,
1590,Yessenia Coely Zelaya,Hondura,789599618.0,Stub,
1591,Adela Elizabeth Zúñiga,Hondura,789599620.0,Stub,
1592,Ramón Villeda Bermúdez,Hondura,789600726.0,Stub,
1593,Jorge Aguilar Paredes,Hondura,789600760.0,Stub,
1594,Andrés Pavón,Hondura,789600953.0,Stub,
1595,Marvin Ponce,Hondura,789600975.0,Stub,
1596,Jorge Elvir,Hondura,789601015.0,Stub,
1597,Rodolfo Padilla Sunseri,Hondura,789601536.0,Stub,
1598,Mireya Agüero,Hondura,790412309.0,Stub,
1599,María Dolores Agüero,Hondura,790412332.0,Start,
1600,Rosa Elena Bonilla,Hondura,791906998.0,Stub,
1601,Xiomara Castro,Hondura,791907048.0,C,
1602,Eduardo Gauggel Medina,Hondura,792070727.0,Stub,
1603,Carlos Escaleras,Hondura,793178396.0,Start,
1604,Carlos Gabriel Kattán,Hondura,793179072.0,Stub,
1605,Carlos Ramón Aguilar Guifarro,Hondura,793183704.0,Stub,
1606,José Alfredo Saavedra,Hondura,794482135.0,Stub,
1607,César Ham,Hondura,795765167.0,Stub,
1608,Mario Fernando Hernández,Hondura,796180350.0,Start,
1609,Eduardo Gauggel Rivas,Hondura,796291215.0,Stub,
1610,Bernard Martínez Valerio,Hondura,796597000.0,Start,
1611,Felicito Ávila,Hondura,796635107.0,Stub,
1612,Patricia Rodas,Hondura,796709335.0,Start,
1613,Carlos Humberto Reyes,Hondura,797385790.0,Start,
1614,Carlos López Contreras,Hondura,797499354.0,Stub,
1615,Sadia Argueta,Hondura,797677168.0,Stub,
1616,Margarita Dabdoub Sikaffi,Hondura,797684912.0,Start,
1617,José Tomás Ponce,Hondura,798394355.0,Stub,
1618,Mary Elizabeth Flores,Hondura,798401950.0,Start,
1619,José Cecilio del Valle,Hondura,798460200.0,C,
1620,David Romero Ellner,Hondura,799220342.0,Start,
1621,Norma Haydee Calderón,Hondura,799300330.0,Stub,
1622,Olman Danery Maldonado,Hondura,799341541.0,Stub,
1623,Silvia Ayala,Hondura,800166969.0,Stub,
1624,Ricardo Álvarez Arias,Hondura,800643446.0,Stub,
1625,Efraín Bu Girón,Hondura,801194944.0,Stub,
1626,Walter Antonio Chávez,Hondura,801414837.0,Stub,
1627,Elvia Josefina Amador,Hondura,801499755.0,Stub,
1628,Marlon Tábora Muñoz,Hondura,802009929.0,C,
1629,Marco Aurelio Soto,Hondura,802955117.0,Start,
1630,Arnoldo José Avilés García,Hondura,803808871.0,Stub,
1631,Coronado Chávez,Hondura,803835401.0,Stub,
1632,Florencio Xatruch,Hondura,803835755.0,Start,
1633,Ramón Villeda Morales,Hondura,803836305.0,Start,
1634,Roberto Suazo Córdova,Hondura,803836472.0,Stub,
1635,Rafael Leonardo Callejas Romero,Hondura,803836551.0,C,
1636,Vicente Mejía Colindres,Hondura,804127803.0,Stub,
1637,Miguel Paz Barahona,Hondura,804127877.0,Stub,
1638,Rafael López Gutiérrez,Hondura,804128734.0,Stub,
1639,Francisco Bertrand,Hondura,804129698.0,Stub,
1640,Miguel R. Dávila,Hondura,804130200.0,Stub,
1641,Manuel Bonilla,Hondura,804130440.0,Stub,
1642,Terencio Sierra,Hondura,804131272.0,Stub,
1643,Policarpo Bonilla,Hondura,804131604.0,Start,
1644,Ponciano Leiva,Hondura,804131948.0,Stub,
1645,José María Medina,Hondura,804133123.0,Start,
1646,José Santos Guardiola,Hondura,804133555.0,Start,
1647,José Lino Matute,Hondura,804138803.0,Stub,
1648,José Santiago Bueso,Hondura,804139010.0,Stub,
1649,Francisco de Aguilar (politician),Hondura,804139208.0,Stub,
1650,José Francisco Montes,Hondura,804139258.0,Stub,
1651,Victoriano Castellanos,Hondura,804139730.0,Stub,
1652,Francisco Inestroza,Hondura,804139800.0,Stub,
1653,Francisco Cruz Castro,Hondura,804139868.0,Stub,
1654,Marcelino Mejía,Hondura,804140099.0,Stub,
1655,Crescencio Gómez,Hondura,804140159.0,Stub,
1656,Miguel Oquelí Bustillo,Hondura,804140314.0,Stub,
1657,Francisco Bueso,Hondura,804140447.0,Stub,
1658,Gabriela Nuñez,Hondura,804587565.0,Start,
1659,Augusto Coello,Hondura,805055004.0,Stub,
1660,George Romeo Silvestri,Hondura,805248828.0,Stub,
1661,Salvador Nasralla,Hondura,805625721.0,Start,
1662,Edmundo Orellana,Hondura,805984131.0,Stub,
1663,Rafael Pineda Ponce,Hondura,806178799.0,C,
1664,Selvin Laínez,Hondura,806796619.0,Stub,
1665,Ana Julia García,Hondura,806875293.0,Stub,
1666,Francisco Ferrera,Hondura,806948506.0,Stub,
1667,Juan Ángel Arias Boquín,Hondura,807445333.0,Start,
1668,Francisco Zelaya y Ayes,Hondura,807445395.0,Stub,
1669,Vicente Flores,Incan,706771757.0,Stub,
1670,María Sumire,Incan,783850857.0,Start,
1671,Túpac Amaru,Incan,801587917.0,C,
1672,Pachacuti,Incan,803601556.0,C,
1673,Túpac Katari,Incan,804527512.0,C,
1674,Hilaria Supa,Incan,805475200.0,C,
1675,Túpac Amaru II,Incan,806761543.0,C,
1676,Khozh-Ahmed Noukhayev,Chechen,707217873.0,C,
1677,Alibek Delimkhanov,Chechen,762868684.0,Stub,
1678,Beibulat Taimiev,Chechen,765616552.0,Start,
1679,Isa Gendergenoevsky,Chechen,772274868.0,Stub,
1680,Ibragim Khultygov,Chechen,782430810.0,Stub,
1681,Movladi Udugov,Chechen,783907075.0,C,
1682,Doku Zavgayev,Chechen,784167327.0,Start,
1683,Head of the Chechen Republic,Chechen,786231010.0,Start,
1684,Mairbek Sheripov,Chechen,787163671.0,Stub,
1685,Alu Alkhanov,Chechen,789327678.0,C,
1686,Adam Delimkhanov,Chechen,789328171.0,Start,
1687,Aslambek Aslakhanov,Chechen,789949907.0,Stub,
1688,Ruslan Khasbulatov,Chechen,791803238.0,Start,
1689,Sergey Abramov (politician),Chechen,794171049.0,Stub,
1690,Malik Saidullaev,Chechen,794893770.0,Start,
1691,Akhmed Zakayev,Chechen,797214106.0,B,
1692,Sheikh Mansur,Chechen,797258871.0,Start,
1693,Ali Mitayev,Chechen,798580067.0,Start,
1694,Turpal-Ali Atgeriyev,Chechen,801036587.0,Start,
1695,Akhmad Kadyrov,Chechen,802665757.0,C,
1696,Dzhokhar Dudayev,Chechen,802950350.0,C,
1697,Ilyas Akhmadov,Chechen,803177211.0,Start,
1698,Ruslan Gelayev,Chechen,803469952.0,B,
1699,President of Ichkeria,Chechen,804275742.0,Start,
1700,Said-Khasanom Abumuslimov,Chechen,804276832.0,Stub,
1701,Vakha Arsanov,Chechen,804276940.0,C,
1702,Shamil Basayev,Chechen,804277603.0,C,
1703,Supyan Abdullayev,Chechen,804277842.0,Start,
1704,Zelimkhan Yandarbiyev,Chechen,804279009.0,C,
1705,Aslan Maskhadov,Chechen,804279119.0,C,
1706,Abdul-Halim Sadulayev,Chechen,804279165.0,C,
1707,Dokka Umarov,Chechen,804279341.0,B,
1708,Tapa Tchermoeff,Chechen,804557776.0,Start,
1709,Umar Dzhabrailov,Chechen,805794113.0,B,
1710,Ramzan Kadyrov,Chechen,805869321.0,GA,
1711,Idris Gaibov,Chechen,807180397.0,Stub,
1712,Ruslan Alikhadzhiyev,Chechen,807354708.0,Start,
1713,Ruslan Yamadayev,Chechen,807454176.0,C,
1714,Terry Le Main,Jersey,708727189.0,Start,
1715,Paul Routier,Jersey,708727221.0,Start,
1716,Mike Vibert,Jersey,708766654.0,Start,
1717,Sean Power (Jersey),Jersey,710334019.0,Stub,
1718,Leonard Norman,Jersey,710503170.0,Start,
1719,Ben Shenton,Jersey,717911161.0,Start,
1720,Robert Le Masurier,Jersey,720430005.0,Stub,
1721,Kevin C. Lewis,Jersey,722988899.0,Stub,
1722,Rob Duhamel,Jersey,724891592.0,Stub,
1723,Patrick J. D. Ryan,Jersey,725737326.0,Stub,
1724,Philippe de Carteret II,Jersey,737014330.0,Start,
1725,Connétable (Jersey and Guernsey),Jersey,740998059.0,Start,
1726,Alan J. H. Maclean,Jersey,742413962.0,Stub,
1727,Michel Couriard,Jersey,745348113.0,Start,
1728,Guy de Faye,Jersey,754330569.0,Start,
1729,Vernon Tomes,Jersey,766480006.0,Stub,
1730,Philip Bailhache,Jersey,773230341.0,C,
1731,Jean Poingdestre,Jersey,773316732.0,Start,
1732,Peter Hanning,Jersey,774568909.0,Start,
1733,Dean of Jersey,Jersey,784051930.0,Start,
1734,"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,C,
1735,Terry Le Sueur,Jersey,784849252.0,Stub,
1736,Don Filleul,Jersey,786175308.0,Stub,
1737,Augustus Asplet Le Gros,Jersey,787012860.0,Start,
1738,Philippe Langlois,Jersey,787046159.0,Stub,
1739,Sarah Craig Ferguson,Jersey,787955357.0,Stub,
1740,Wendy Kinnard,Jersey,787955613.0,Stub,
1741,Iris Le Feuvre,Jersey,787956265.0,Start,
1742,Judy Martin (politician),Jersey,787956300.0,Stub,
1743,Kristina Moore,Jersey,787956364.0,Start,
1744,Susan Pinel,Jersey,787956392.0,Stub,
1745,Shona Pitman,Jersey,787956492.0,Stub,
1746,Anne Pryke,Jersey,787956513.0,Stub,
1747,Corrie Stein,Jersey,787956597.0,Stub,
1748,Tracey Vallois,Jersey,787957954.0,Stub,
1749,"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,Stub,
1750,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,Stub,
1751,"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,C,
1752,Frank Walker (Jersey politician),Jersey,792567273.0,Start,
1753,Carolyn Labey,Jersey,793221391.0,Stub,
1754,Cecil Stanley Harrison,Jersey,793405839.0,Stub,
1755,List of Bailiffs of Jersey,Jersey,795069319.0,Start,
1756,John Le Couteur,Jersey,795676915.0,C,
1757,Jim Perchard,Jersey,796095584.0,Start,
1758,Bryan Ian Le Marquand,Jersey,796170389.0,Start,
1759,Andrew Green (Jersey politician),Jersey,797693636.0,Stub,
1760,Geraint Jennings,Jersey,797746493.0,Start,
1761,Ian Gorst,Jersey,798244483.0,Start,
1762,George Carteret,Jersey,799514955.0,C,
1763,Stuart Syvret,Jersey,800714278.0,GA,
1764,Edward Trevor (Jersey),Jersey,801172575.0,Start,
1765,Philip Ozouf Jr,Jersey,801284949.0,C,
1766,Peter Crill,Jersey,802532217.0,C,
1767,"John Carteret, 2nd Earl Granville",Jersey,802912550.0,C,
1768,Darius J. Pearce,Jersey,803416400.0,C,
1769,Alan Simon Crowcroft,Jersey,804372746.0,Start,
1770,William Bailhache,Jersey,805135198.0,Stub,
1771,Michael Birt (barrister),Jersey,805136001.0,Start,
1772,Frank Ereaut,Jersey,805136113.0,Start,
1773,Robert Pipon Marett,Jersey,805136184.0,Start,
1774,Freddie Cohen,Jersey,805499715.0,C,
1775,Mike Torode,Guernsey,710546915.0,Stub,
1776,Laurie Morgan,Guernsey,719122168.0,Stub,
1777,Peter Harwood,Guernsey,722295712.0,Stub,
1778,Martin Storey (politician),Guernsey,722806951.0,Stub,
1779,William Carey (Bailiff of Guernsey),Guernsey,725970969.0,Stub,
1780,David Jones (Guernsey politician),Guernsey,729428763.0,Stub,
1781,Lyndon Trott,Guernsey,742737553.0,Stub,
1782,Jonathan Le Tocq,Guernsey,742872067.0,Start,
1783,Graham Dorey,Guernsey,742872751.0,Stub,
1784,De Vic Carey,Guernsey,748457839.0,Start,
1785,Bailiff of Guernsey,Guernsey,762910285.0,GA,
1786,Ambrose Sherwill,Guernsey,768625520.0,C,
1787,Geoffrey Rowland,Guernsey,784691815.0,Start,
1788,List of Bailiffs of Guernsey,Guernsey,784770354.0,Start,
1789,Diane Lewis (Guernsey legislator),Guernsey,787954113.0,Stub,
1790,Wendy Morgan (politician),Guernsey,787954138.0,Stub,
1791,Peter de Havilland,Guernsey,788446515.0,C,
1792,Gavin St Pier,Guernsey,789938377.0,Stub,
1793,Francis Weston,Guernsey,791169532.0,C,
1794,Richard Collas,Guernsey,792424069.0,Start,
1795,Victor Carey,Guernsey,793355768.0,C,
